Biyar Sehhat,#group#
HITS,http://playlist.urfan.web.id/dr9445/h/h37/02.m3u8
AXN,http://playlist.urfan.web.id/dr9445/h/h141/01.m3u8
ROCKENTERTAINMENT,http://playlist.urfan.web.id/dr9445/h/h16/01.m3u8
ROCKEXTREME,http://playlist.urfan.web.id/dr9445/h/h15/01.m3u8
KIX_ASIA,http://playlist.urfan.web.id/dr9445/h/h07/01.m3u8
GEM,http://playlist.urfan.web.id/uq2663/h/h19/01.m3u8
K+,http://playlist.urfan.web.id/uq2663/h/h08/01.m3u8
ONE_ASIA,http://playlist.urfan.web.id/uq2663/h/h143/01.m3u8
TVN_ASIA,http://playlist.urfan.web.id/dr9445/h/h20/01.m3u8
TVN_MOVIES,http://playlist.urfan.web.id/dr9445/h/h21/01.m3u8
CELESTIAL_MOVIES,http://playlist.urfan.web.id/dr9445/h/h14/01.m3u8
CCM,http://playlist.urfan.web.id/qwr9ew/s/s31/01.m3u8
ZEEBIOSKOP,http://playlist.urfan.web.id/qwr9ew/s/s32/01.m3u8
THRILL,http://playlist.urfan.web.id/qwr9ew/s/s34/01.m3u8
CINEMAWORLD,http://playlist.urfan.web.id/dr9445/h/h04/01.m3u8
MY_CINEMA_ASIA,http://playlist.urfan.web.id/uq2663/h/h193/index.m3u8
MY_FAMILY_CINEMA,http://playlist.urfan.web.id/uq2663/h/h194/index.m3u8
MY_CINEMA_EUROPA,http://playlist.urfan.web.id/uq2663/h/h18/01.m3u8
MY_CINEMA,http://playlist.urfan.web.id/uq2663/h/h192/index.m3u8
PLAY,http://playlist.urfan.web.id/x6bnqe/s/s37/S4/mnf.m3u8
DFC,http://playlist.urfan.web.id/x6bnqe/s/s50/live.m3u8
LIFESTYLE,http://playlist.urfan.web.id/dr9445/h/h28/01.m3u8
LEARNING&KNOWLEDGE,http://playlist.urfan.web.id/x6bnqe/s/s36/S4/mnf.m3u8
SHOWBIZ,http://playlist.urfan.web.id/x6bnqe/s/s35/S4/mnf.m3u8
CNA,http://playlist.urfan.web.id/uq2663/h/h29/01.m3u8
NHKWORLD,http://playlist.urfan.web.id/uq2663/h/h23/01.m3u8
ALJAZEERAENGLISH,http://playlist.urfan.web.id/qwr9ew/s/s17/01.m3u8
TRTWORLD,http://playlist.urfan.web.id/uq2663/h/h156/S4/mnf.m3u8
WION,http://playlist.urfan.web.id/uq2663/h/h91/S4/mnf.m3u8
UA,http://playlist.urfan.web.id/uq2663/h/h101/S4/mnf.m3u8
ALJAZEERA,http://playlist.urfan.web.id/qwr9ew/s/s16/01.m3u8
CCTV4,http://playlist.urfan.web.id/qwr9ew/s/s19/01.m3u8
FRANCE24,http://playlist.urfan.web.id/qwr9ew/s/s22/01.m3u8
TV5MONDE,http://playlist.urfan.web.id/dr9445/s/s24/01.m3u8
DWTV,http://playlist.urfan.web.id/qwr9ew/s/s26/01.m3u8
CGTNDOCUMENTARY,http://playlist.urfan.web.id/qwr9ew/s/s20/01.m3u8
BLOOMBERGTV,http://playlist.urfan.web.id/dr9445/h/h03/01.m3u8
STYLE,http://playlist.urfan.web.id/dr9445/h/h01/01.m3u8
FIGHTSPORTS,http://playlist.urfan.web.id/dr9445/h/h05/01.m3u8
MOTORVISIONTV,http://playlist.urfan.web.id/uq2663/h/h09/01.m3u8
EGGNETWORK,http://playlist.urfan.web.id/uq2663/h/h22/01.m3u8
TVKU,http://103.30.1.14:8080/hls/live.m3u8
ADITV,http://aditv.onlivestreaming.net/aditv/livestream/playlist.m3u8
TATV,https://v2.siar.us/tatv/live.sdp/chunks.m3u8

lyartancep,#group#
HBO FHD MY,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/40763.m3u8
Fox Movies HR,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/9009.m3u8
HBO 3 HD HR,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/41390.m3u8
HBO 2 FHD PL,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/10406.m3u8
HBO 3 FHD PL,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/11497.m3u8
HBO FHD PL [Multi-Audio],http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/10407.m3u8
HBO Signature LAM,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/45799.m3u8
HBO Plus LAM,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/45797.m3u8
HBO Family LAM,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/45795.m3u8
HBO 2 LAM,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/45793.m3u8
HBO LAM,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/45791.m3u8
Cinemax ActionMax HD US,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/11916.m3u8
Cinemax East HD US,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/11903.m3u8
MovieMax HD US,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/24685.m3u8
Film HD TH 2 TH  [ENG],http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/115415.m3u8
FILMASIA HD TH [Thai],http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/115665.m3u8
Fox Action TH,http://clientsportals.com:80/live/sDxJCkFF/pJxGhpDp/115420.m3u8
Video Lan Movie,http://50.7.220.74:8278/videolandmovie/playlist.m3u8?tid=ma2dac66da407&ct=18335&tsum=9a5a39559f64a71081ef9b3a85f2886c
LS Time Movie,http://50.7.220.74:8278/cb7a1fec69/playlist.m3u8?tid=md05ab4002297&ct=18335&tsum=ebe4254ee0e073c2d3c9789e679c00a5
Hollywood Movie,http://50.7.220.74:8278/hollywoodmovies_twn/playlist.m3u8?tid=m39bfcd99239617992917&ct=17874&tsum=774ffa7546c934dc27e743c5bbb454d3
Cinemax,http://50.7.220.74:8278/cinemax_twn/playlist.m3u8?tid=mf18038aaba6311485855&ct=17874&tsum=63ee6bcdb705ee72ea3d0f0d84ed6df1
HBO Twn,http://50.7.220.74:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403
HBO Sig Twn,http://50.7.220.74:8278/hbosignature_twn/playlist.m3u8?tid=m48ee99a5dacb15948906&ct=17874&tsum=3d127801d49fa098b4118400117b4fbb
Elta Drama Twn,http://50.7.220.74:8278/eltadrama_twn/playlist.m3u8?tid=mea60e416943110603068&ct=17874&tsum=ede38d2a218a34b5397af9d19e0c39a3
Star Chines Movie Twn,http://50.7.220.74:8278/xingwei_movie/playlist.m3u8?tid=ma80888ed462f18082236&ct=17874&tsum=2824e7b9d4ec19ce7b4f8f69d23d7ceb
lunghua Movie,http://50.7.220.74:8278/lunghuamovie_twn/playlist.m3u8?tid=mdb73470557ff10965185&ct=17874&tsum=d0a4494eb289910a11f4d305a804136a
LTV Western,http://50.7.220.74:8278/lunghuawestern_twn/playlist.m3u8?tid=m8fe1f2649ecd12830420&ct=17874&tsum=a6674ed93a8ec4ea4705c721b752d4db
LTV Xiju,http://50.7.220.74:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
Lotus Macau,http://nettvpro.live/hls/lotustv.php

dancesongs,#group#
Vevo 00s,https://d330e7137fb7fe851354fad8b25596e7.iad.linear.zype.com/out/v1/9f3e23c231f44bac97866bc8b70c0e4b/live.m3u8
Vevo Pop Europa,https://5f3491c50b093e00015a3c4c-samsung.eu.ssai.zype.com/5f3491c50b093e00015a3c4c_samsung_eu/manifest.m3u8
K Pop Channel,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
K Pop Channel2,https://srv1.zcast.com.br/kpoptv/kpoptv/chunklist_w987955597.m3u8
Retro TV,http://stream.mediawork.cz:1935/retrotv/retrotvHQ1/playlist.m3u8?source:iptvmate.net
*Retro Plus TV,https://59f1cbe63db89.streamlock.net:1443/retroplustv/_definst_/retroplustv/playlist.m3u8

allbeckup,#group#
 Live Streaming 1,http://210.210.155.35/x6bnqe/s/s100/live.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Live_Streaming_1

 Live Streaming 2,http://210.210.155.35/uq2663/h/h998/live.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Live_Streaming_2

 DensPlay,http://210.210.155.35/x6bnqe/s/s101/live.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=DensPlay
http://210.210.155.35/x6bnqe/s/s101/live.m3u8

 DENS Life & Style,http://210.210.155.35/dr9445/h/h01/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=DENS_Life_n_Style
http://210.210.155.35/dr9445/h/h01/01.m3u8

 Dens Learning & Knowledge,http://210.210.155.35/x6bnqe/s/s36/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Dens_Learning_n_Knowledge

 Dens ShowBiz,http://210.210.155.35/x6bnqe/s/s35/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Dens_ShowBiz
http://rr3.dens.tv/s/s113/index.m3u8

 Dens Food Channel,http://210.210.155.35/x6bnqe/s/s50/live.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Dens_Food_Channel_Trial-
http://210.210.155.37/x6bnqe/s/s38/index.m3u8|User-Agent=Lavf/56.15.102

 Metro TV,http://210.210.155.35/uq2663/h/h12/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Metro_TV

 tvOne,http://210.210.155.35/qwr9ew/s/s105/index3.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=tvOne

 Kompas TV,http://210.210.155.35/qwr9ew/s/s104/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Kompas_TV

 BeritaSatu,http://edge.linknetott.swiftserve.com/live/BsNew/amlst:beritasatunewsbs/chunklist_b1128000.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=BeritaSatu

 SCTV,http://210.210.155.35/qwr9ew/s/s03/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=SCTV

 Indosiar,http://210.210.155.35/qwr9ew/s/s04/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Indosiar

 O Channel/moji,http://210.210.155.35/qwr9ew/s/s41/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=OChannel

 Trans TV,http://210.210.155.35/qwr9ew/s/s05/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Trans_TV

 Trans7,http://210.210.155.35/uq2663/h/h11/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Trans7

 antv,http://210.210.155.35/qwr9ew/s/s07/index3.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=antv

 NET.,http://210.210.155.35/qwr9ew/s/s08/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=NET.

 RTV,#http://210.210.155.35/qwr9ew/s/s12/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=RTV

 Elshinta TV,http://210.210.155.35/qwr9ew/s/s10/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Elshinta_TV

 MYTV,http://210.210.155.35/x6bnqe/s/s88/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=MYTV

 TVRI,http://210.210.155.35/qwr9ew/s/s11/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TVRI

 TVRI Sport
http://210.210.155.35/qwr9ew/s/s107/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TVRI_Sport
http://rr2.dens.tv/s/s107/index.m3u8

 Jak tv,http://210.210.155.35/x6bnqe/s/s46/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Jak_tv_Trial-

 RodjaTV,http://210.210.155.35/qwr9ew/s/s14/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=RodjaTV

 DAAI TV,http://210.210.155.35/qwr9ew/s/s13/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=DAAI_TV

 CNA,http://210.210.155.35/uq2663/h/h29/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CNA

 DUBAI International,http://210.210.155.35/uq2663/h/h152/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=DUBAI_nternational

 NHK WORLD-JAPAN,http://210.210.155.35/uq2663/h/h23/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=NHK_WORLD-JAPAN

 Al Jazeera English,http://210.210.155.35/qwr9ew/s/s17/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Al_Jazeera_English

 TRT World,http://210.210.155.35/uq2663/h/h156/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TRT_World

 TVE,http://210.210.155.35/uq2663/h/h158/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TVE
http://rr.dens.tv/h/h158/index2.m3u8

 WION (World is One News),http://210.210.155.35/uq2663/h/h91/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=WION

 UA TV,http://210.210.155.35/uq2663/h/h101/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=UA%7CTV

 Al Jazeera Arabic,http://210.210.155.35/qwr9ew/s/s16/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Al_Jazeera_Arabic

 CCTV-4,http://210.210.155.35/qwr9ew/s/s19/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CCTV-4

 Phoenix Chinese,http://210.210.155.37/uq2663/h/h157/index2.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix_Chinese

 Phoenix InfoNews Channel,http://210.210.155.37/qwr9ew/s/s21/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix

 Shanghai Dragon,http://rr3.dens.tv/s/s29/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Shanghai_Dragon

Xing Kong Int,http://210.210.155.37/x6bnqe/s/s94/index2.m3u8

 France 24,http://210.210.155.35/qwr9ew/s/s22/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=France_24

 TV5MONDE ASIE,http://210.210.155.35/dr9445/s/s24/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TV5MONDE_ASIE

 DW TV,#http://210.210.155.35/qwr9ew/s/s26/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=DW-TV

 TBN (Trinity Broadcasting,http://210.210.155.35/qwr9ew/s/s39/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TBN

 CGTN Documentary,http://210.210.155.35/qwr9ew/s/s20/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CGTN_Documentary

 Quran TV,http://210.210.155.35/qwr9ew/s/s28/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Quran_TV

 Sunna TV,http://210.210.155.35/qwr9ew/s/s27/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Sunna_TV

 eGG,http://210.210.155.35/uq2663/h/h22/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=eGG_HD

 ANIPLUS,http://210.210.155.35/dr9445/h/h02/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=ANIPLUS_HD

 Animax,http://210.210.155.35/dr9445/h/h144/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Animax_HD

 Toonmax TV,http://210.210.155.37/qwr9ew/s/s50/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Toonmax

 My Kidz,http://210.210.155.35/uq2663/h/h191/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=My_Kidz_HD

 Kids Channel - Toonz Kids,http://210.210.155.35/x6bnqe/s/s81/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Kids_Channel_-_Toonz_Kids_Trial-

 HITS,http://210.210.155.35/dr9445/h/h37/index1.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=HITS_HD

 AXN,http://210.210.155.35/dr9445/h/h141/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=AXN_HD

 ROCK Entertainment,http://210.210.155.35/dr9445/h/h16/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=ROCK_Entertainment_HD

 ROCK Extreme,http://210.210.155.35/dr9445/h/h15/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=ROCK_Extreme_HD

 RTP International,http://210.210.155.37/qwr9ew/s/s38/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=RTP

 KIX,http://210.210.155.35/dr9445/h/h07/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=KIX_HD

 GEM,http://210.210.155.35/uq2663/h/h19/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=GEM_HD

 K-PLUS,http://210.210.155.35/uq2663/h/h08/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=K-PLUS_HD

 ONE,http://210.210.155.35/uq2663/h/h143/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=ONE_HD

 tvN,http://210.210.155.35/dr9445/h/h20/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=tvN_HD

 tvN Movies,http://210.210.155.35/dr9445/h/h21/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=tvN_Movies_HD

 Celestial Movies,http://210.210.155.35/dr9445/h/h14/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Celestial_Movies

 CCM (Celestial Classic Movies),http://210.210.155.35/qwr9ew/s/s31/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CCM_Celestial_Classic_MV-

 Sinema Indonesia,http://210.210.155.37/uq2663/h/h155/index2.m3u8

 Telenovela,http://210.210.155.37/uq2663/h/h153/index2.m3u8

 My Cinema Asia,http://210.210.155.35/uq2663/h/h193/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=My_Cinema_Asia

 Zee Bioskop,http://210.210.155.35/qwr9ew/s/s32/index10.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Zee_Bioskop

 Thrill,http://210.210.155.35/qwr9ew/s/s34/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Thrill

 CinemaWorld,http://210.210.155.35/uq2663/h/h04/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CinemaWorld_HD

 My Cinema,http://210.210.155.35/uq2663/h/h192/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=My_Cinema_HD

 My Cinema Europe,http://210.210.155.35/uq2663/h/h18/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=My_Cinema_Europe_HD

 My Family Channel,http://210.210.155.35/uq2663/h/h194/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=My_Family_Channel_Trial-

 TV5MONDE Style,http://210.210.155.35/dr9445/h/h01/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=TV5MONDE_Style_HD

 Jazz Channel - Qwest,http://210.210.155.35/uq2663/h/h94/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Jazz_Channel_-_Qwest_Trial-

 FIGHT SPORTS,http://210.210.155.35/dr9445/h/h05/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=FIGHT_SPORTS_HD

 Motorvision TV,http://210.210.155.35/uq2663/h/h09/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Motorvision_TV_HD

 Bloomberg Television,http://210.210.155.35/dr9445/h/h03/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Bloomberg_Television_HD

RACE,#race#
MOTO GP 1,https://live-cdn.mncnow.id/live/eds/SPOTV2-HD/sa_dash_vmx/SPOTV2-HD.mpd
MOTO GP 2,https://bcovlive-a.akamaihd.net/48eee16919834d3b97df1082a649bcfa/ap-northeast-1/6271486521001/playlist.m3u8
MOTO GP 2,https://s2.strea.ru/index.m3u8
MOTO GP 3,https://dce-fs-live-dazn-cdn.dazn.com/dashdrm/dazn-linear-037/stream.mpd
F1 LIVE 1,https://dce-fs-live-dazn-cdn.dazn.com/dashdrm/dazn-linear-016/stream.mpd
F1 LIVE 2,https://lele.bongstreams.com/live/adaptive_bong-7/playlist.m3u8|Referer=http://bongstreams.com/
F1 LIVE 2,https://cdn.raino.xyz/hls/stream50.m3u8|Referer=https://bdnewszh.com/
F1 LIVE 3,https://webudi.openhd.lol/lb/premium60/index.m3u8?|referer=https://widevine.licenses4.me/&User-agent=REDLINECLIENT
WSBK LIVE 1,https://31e598152224.us-east-1.playback.live-video.net/api/video/v1/us-east-1.906981349885.channel.77XdimbmSv36.m3u8
WSBK LIVE 1,https://bcovlive-a.akamaihd.net/99545824f51f4c1592b35314c6ece3b0/ap-northeast-1/6271486521001/playlist.m3u8
WSBK LIVE 2,https://live-cdn.mncnow.id/live/eds/SPOTV2-HD/sa_dash_vmx/SPOTV2-HD.mpd
WSBK LIVE 2,https://bcovlive-a.akamaihd.net/48eee16919834d3b97df1082a649bcfa/ap-northeast-1/6271486521001/playlist.m3u8
WSBK LIVE 3,https://cdn1motogpcom.akamaized.net/hls/sbkipf/0.m3u8?hdnts=st=1668127891~exp=1668156415~acl=/hls/sbkipf/*~id=a95baa8ed1667badda573d12f1b6948e~data=R2hDUTV4aEZJamJWRXBjODBwWWlVUSUzRCUzRA~hmac=09ea0e86c98edec58f2427bfeada29243a4eba81042bb084a2e2703ce15613a3&hdnts2=st=1668127891~exp=1668156415~acl=/hls/sbkipf/*~id=a95baa8ed1667badda573d12f1b6948e~data=R2hDUTV4aEZJamJWRXBjODBwWWlVUSUzRCUzRA~hmac=09ea0e86c98edec58f2427bfeada29243a4eba81042bb084a2e2703ce15613a3&start=0&&m=1

FIGHT,#group#
1.UFC Live,https://unifi-live05.secureswiftcontent.com/UnifiHD/live11.mpd
1.UFC Live,http://cdn.raino.xyz/hls/stream46.m3u8|Referer=http://bdnewszh.com/
3.UFC Live,https://cdn-01.toffeelive.com/origin-09/live-origin/smil:sony_ten2_hd.smil/manifest.mpd
4.UFC Live,https://webudi.openhd.lol/lb/premium43/index.m3u8?|referer=https://widevine.licenses4.me/&User-agent=REDLINECLIENT
4.UFC Live,https://webudi.openhd.lol/lb/premium77/index.m3u8?|referer=https://widevine.licenses4.me/&User-agent=REDLINECLIENT
9.Belator MMA,https://reels2watch.com/hls/m2.m3u8|Referer=https://techclips.net/
_10.Belator MMA,http://slive.webhockey.xyz/hls/S8.m3u8|Referer=http://hockeyweb.live
_11.ONE Fight,https://etslive-2-vidio-com.akamaized.net/exp=1668868216~acl=/hls-p/ingest_7261_*/*~hmac=acc19c14280630b610bc73a5fadc76b8fc64744868f140d10ec6823a9e6fc256/hls-p/ingest_7261_480p/index.m3u8
_12.ONE Fight,https://etslive-2-vidio-com.akamaized.net/exp=1668869968~acl=/hls-p/ingest_7261_*/*~hmac=d43ad0dc16d15e9a5d72134b8d0780e56ef1b62ce0f78ddf1d52c33e82e304a8/hls-p/ingest_7261_480p/index.m3u8

BALL,#group#
AUS ORF 1 FHD,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1036577
BBC 1 HD,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1036597
ITV 1 HEVC,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1036596
HD,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1036594
BIN SPORTS MAX 3 HEVC,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1049166
R BIN SPORTS MAX 3 4K,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1049168
BIN SPORTS MAX 3 HD,http://line.protv.cc:80/jkdeGKK3uw/W7296Cdnya/1049167

popkorn,#group#
The Friendship Game,https://www.googleapis.com/drive/v3/files/1nURlsZ3eqV5Wy3mZN3bVCLV9F6zAViTY?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
Spirited,https://www.googleapis.com/drive/v3/files/1YVZHYWtDmnt6c6rWCybE9pq2sMe-zrd7?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
Disenchanted,https://www.googleapis.com/drive/v3/files/1IGVCeX1YVHHcCneQAlWQvbkaYCNH-_UK?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
Lamborghini: The Man Behind the Legend,https://www.googleapis.com/drive/v3/files/1AENzs1lMS_yQMN3DPcQqFiRHarmNWgef?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
The Violence Action,https://www.googleapis.com/drive/v3/files/1u1Q4A9iFI7Cn-xOzGVYJaeKmq9qYk0zN?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
Slumberland,https://www.googleapis.com/drive/v3/files/1L1ZVSv6FViHqFhde1rxGoUMfFOYrsifk?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
Project Wolf Hunting,https://www.googleapis.com/drive/v3/files/1wqwmpX9kohQ-2Da7p4Y_jrbrWJdtmvRb?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
Confidential Assignment 2: International,https://www.googleapis.com/drive/v3/files/1Yk8YjrRo0ql5R1w_IJfePlIw-gA8GKM8?alt=media&key=AIzaSyDrQ86QJRiJlyPcLFYdxT22_oC2H1verR4
